code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3700214617427	https://fr.openfoodfacts.org/produit/3700214617427	openfoodfacts-contributors	1473853982	1526812689	Pérou 85%	Chocolat noir	100 g e	carton,aluminium	carton,aluminium	Alter Eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates	Pérou,Coopérative Acopagro	perou,cooperative-acopagro	Suisse	suisse	Commerce équitable, Bio, Bio européen, FSC, Max Havelaar, CH-BIO-006, FSC Mix, Agriculture non UE, AB Agriculture Biologique, Max Havelaar France            	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:ch-bio-006,en:fsc-mix,en:non-eu-agriculture,fr:ab-agriculture-biologique,fr:max-havelaar-france					France,Trignac	Auchan	France	Pâte de cacao (Pérou), beurre de cacao, sucre de canne.			Gluten,Lait,Fruits à coque,Soja	en:gluten,en:milk,en:nuts,en:soybeans		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/7427/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/nutrition_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7427/nutrition_fr.15.200.jpg	2665		54	33																																			24	14									14	7.8				0	0																																								85				15	15							
3421557600081	https://fr.openfoodfacts.org/produit/3421557600081	kiliweb	1506019225	1526592089	Chocolat Noir éclats De Sarrasin - 100G - Grillon D'or (Céréco)		100 g			Les Delices Sans Gluten	les-delices-sans-gluten	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Bio, Bio européen, Sans gluten, AB Agriculture Biologique      	en:organic,en:eu-organic,en:gluten-free,fr:ab-agriculture-biologique							France	Chocolat noir* 88% (pâte de cacao*, sucre de canne*, beurre de cacao*), graines de sarrasin grillées* 12%. Ingrédients issus de l'Agriculture Biologique.			Fruits à coque,Soja	en:nuts,en:soybeans		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/342/155/760/0081/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/ingredients_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/ingredients_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/342/155/760/0081/nutrition_fr.7.200.jpg	2301		38.3	25.2																																			36.4	20.8									11.8	9				0.02	0.0078740157480315																																												15	15							
3450970055499	https://fr.openfoodfacts.org/produit/3450970055499	openfoodfacts-contributors	1473946356	1526320047	Chocolat noir		100 g e	carton,tablette,métal	carton,tablette,metal	Eco+	eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates					Point Vert	en:green-dot					France		France	Pâte de cacao, sucre, cacao maigre en poudre, émulsifiant : lécithine de tournesol, arôme naturel de vanille.			Gluten,Lait,Fruits à coque	en:gluten,en:milk,en:nuts		0		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/345/097/005/5499/front_fr.22.400.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/front_fr.22.200.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/front_fr.22.400.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/front_fr.22.200.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/ingredients_fr.17.400.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/ingredients_fr.17.200.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/nutrition_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/345/097/005/5499/nutrition_fr.8.200.jpg	2054		33	20																																			31	31									14	10.6				0.0299999999999999	0.0118110236220472																																								70				17	17							
3258561060187	https://fr.openfoodfacts.org/produit/3258561060187	kiliweb	1515448880	1526303711	Chocolat noir aux écorces d'Orange confites		100 g	carton	carton	Belle France	belle-france	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs à l'orange	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:dark-chocolates-with-orange													France				fruits à coque,gluten,lait	en:gluten,en:milk,en:nuts		0										d		Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates-with-orange	https://static.openfoodfacts.org/images/products/325/856/106/0187/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/325/856/106/0187/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/325/856/106/0187/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/325/856/106/0187/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/325/856/106/0187/ingredients_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/325/856/106/0187/ingredients_fr.9.200.jpg			2184		34	20																																			39	35									11.8	9.1				0.04	0.015748031496063																																								70				18	18							
3760077181725	https://fr.openfoodfacts.org/produit/3760077181725	thib	1429285607	1526212927	Pure Origine 70% cacao	Tablette de chocolat noir	100 g	carton	carton	Saveurs & Nature	saveurs-nature	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Bio, Bio européen    	en:organic,en:eu-organic	EMB 85108A	emb-85108a		herbergement-vendee-france			France	Pâte de cacao et beurre de cacao 73.8%, sucre de canne 26.2%			Lait,Fruits à coque,Arachides,Graines de sésame	en:milk,en:nuts,en:peanuts,en:sesame-seeds		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/376/007/718/1725/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/376/007/718/1725/nutrition_fr.11.200.jpg	2360		43.4	26.3																																			31.5	26.4									10.9	7.8				0.037592	0.0148																																								70				17	17							
3538280830088	https://fr.openfoodfacts.org/produit/3538280830088	beniben	1489830878	1525960724	Chocolat Noir 64% de Cacao	Chocolat noir	25 g e	Sachet,Plastique	sachet,plastique	Poulain	poulain	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates					Point Vert	en:green-dot					France,Haguenau	RCIR,Armée de Terre	France	Pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, émulsifiant (lécithine de _soja_), arôme.	soja	en:soybeans	Gluten,Fruits à coque,Lait	en:gluten,en:milk,en:nuts	25 g	25		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/353/828/083/0088/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/ingredients_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/ingredients_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/nutrition_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/353/828/083/0088/nutrition_fr.10.200.jpg	2272		38.5	23.9																																			38.3	34									10.1	6.8				0.0254	0.01																																								64				18	18							
5017397444312	https://fr.openfoodfacts.org/produit/5017397444312	sebleouf	1505918283	1525955215	Epicerie / Epicerie Sucrée / Chocolat	Mörk choklad med frystorkade hallongranulat och hallonarom	100 g					Snacks, Sweet snacks, Chocolates, Dark chocolates	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates													Frankrike				Soja,Nötter,Mjölk,Gluten	en:gluten,en:milk,en:nuts,en:soybeans		0										d		Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/501/739/744/4312/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/ingredients_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/ingredients_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/nutrition_sv.8.400.jpg	https://static.openfoodfacts.org/images/products/501/739/744/4312/nutrition_sv.8.200.jpg	2443		45	28.3																																			32.2	27.1									11.3	6.7				0.14	0.0551181102362205																																								70				18	18							
7613033117039	https://fr.openfoodfacts.org/produit/7613033117039	openfoodfacts-contributors	1351930411	1525876654	Corsé	Chocolat noir supérieur	200 g	Papier,Aluminium	papier,aluminium	Nestlé Dessert,Nestlé	nestle-dessert,nestle	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Pur beurre de cacao	en:pure-cocoa-butter					Tarbes,Etampes	Leclerc	France	Pâte de cacao, sucre, beurre de cacao, cacao maigre , émulsifiant: lécithine de tournesol, extrait naturel de vanille. Cacao: 64% minimum.			Lait,Fruits à coque	en:milk,en:nuts	25 g	25		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/761/303/311/7039/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/ingredients_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/ingredients_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/nutrition_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/761/303/311/7039/nutrition_fr.16.200.jpg	2256		36.5	22																																			40.9	34.7									11	7.2				0.0254	0.01																																												18	18							
3760081351268	https://fr.openfoodfacts.org/produit/3760081351268	kiliweb	1516362002	1525856876	Chocolat Côte d’Ivoire Guémon (Noir 100%)					Le Petit Duc	le-petit-duc	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates													France	CÔTE D'IVOIRE GUÉMON NOIR 100% Ce chocolat 100% cacao, sans sucre, est issu de culture de Côte d'Ivoire de la province de Guémon. Très végétal, ses notes de fruits secs vous étonneront. Ingédients : fèves de cacao (100%). IngedienÙ: cocoa beans (100%).						0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/376/008/135/1268/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/376/008/135/1268/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/376/008/135/1268/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/376/008/135/1268/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/376/008/135/1268/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/376/008/135/1268/ingredients_fr.7.200.jpg			2540		52	32.7																																			12.7	1.3										14.2				0.01	0.00393700787401575																																								100				17	17							
8410152052604	https://fr.openfoodfacts.org/produit/8410152052604	nouky20	1494620081	1525766955	Turron de Chocolate con Almendras	Turron Chocolat aux Amandes sans sucre ajouté avec édulcorants	200 g	carton,film plastique	carton,film-plastique	La Fama,AntiuXixona	la-fama,antiuxixona	Snacks, Snacks sucrés, Confiseries, Aliments et boissons de Noël, Chocolats, Confiseries de Noël, Chocolats aux amandes, Confiseries de France, Nougats, Touron, Nougats au chocolat	en:snacks,en:sweet-snacks,en:confectioneries,en:christmas-foods-and-drinks,en:chocolates,en:christmas-sweets,en:chocolates-with-almonds,en:nougats,en:turron,en:chocolate-nougats,en:french-confectioneries			Jijona,Espagne	jijona,espagne	Peu ou pas de sucre, Sans gluten, Sans sucre ajouté	en:low-or-no-sugar,en:gluten-free,en:no-added-sugar					Lorient,France	Noz	France	Edulcorant (maltitol), fourré aux _amandes_ grillées (25%), _lait_ en poudre, beurre de cacao, pâte de cacao, émulsifiant (lécithine de _soja_), arôme, édulcorant (E-950) / Cacao 34% minimum.	amandes, lait, soja	en:milk,en:nuts,en:soybeans	Fruits à coque	en:nuts	20 g	20		3	en:e322,en:e322i,en:e950,en:e965,en:e965i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:turron	https://static.openfoodfacts.org/images/products/841/015/205/2604/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/ingredients_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/ingredients_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/nutrition_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/841/015/205/2604/nutrition_fr.8.200.jpg	1561		38	16															16	4.1																			42	5							0.8	34	3.7	11				0.1	0.0393700787401575																																												12	12							
3258590001588	https://fr.openfoodfacts.org/produit/3258590001588	openfoodfacts-contributors	1461081843	1525559523	Chocolat noir 64% au sucre de coco	Tablette chocolat noir 	100 g	Tablette,Papier	tablette,papier	Dardenne	dardenne	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates			Muchon,France	muchon,france	Commerce équitable, Bio, Végétarien, Ecocert, Végétalien, Sans gluten, Fabriqué en France      	en:fair-trade,en:organic,en:vegetarian,en:certified-by-ecocert,en:gluten-free,en:vegan,en:made-in-france					France	Magasin bio	France	Cacao, sucre de coco 29,5%, beurre de cacao, _noisette_, inuline d'agave.	noisette	en:nuts	Lait,Fruits à coque	en:milk,en:nuts		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/325/859/000/1588/front_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/front_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/front_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/front_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/ingredients_fr.28.400.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/ingredients_fr.28.200.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/nutrition_fr.25.400.jpg	https://static.openfoodfacts.org/images/products/325/859/000/1588/nutrition_fr.25.200.jpg	2544		47	27															16	1.7																	0		36	26									8.2	6.7				0.13	0.0511811023622047																																								60				17	17							
5412956215059	https://fr.openfoodfacts.org/produit/5412956215059	kiliweb	1509619492	1525425944	Dark 70% chocolate		40 g			Cachet	cachet	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates													France	Pâte de cacao, sucre, cacao en poudre, émulsifiant (lécithine de soja). Chocolat: cacao 70% minimum.		en:soybeans	Lait,Gluten,Fruits à coque,Œufs	en:eggs,en:gluten,en:milk,en:nuts		0		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/541/295/621/5059/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/541/295/621/5059/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/541/295/621/5059/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/541/295/621/5059/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/541/295/621/5059/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/541/295/621/5059/ingredients_fr.7.200.jpg			2247		38.5	23.1																																			30.6	26.2									14.1	8.9				0.02	0.0078740157480315																																								70				16	16							
3347437001345	https://fr.openfoodfacts.org/produit/3347437001345	kiliweb	1502204642	1525159391	Chocolat Noir à la Menthe			carton,tablette,métal	carton,tablette,metal	Moulin des Moines	moulin-des-moines	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats aromatisés, Chocolats noirs aromatisés, Chocolats noirs à la menthe	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:flavoured-chocolates,fr:chocolats-noirs-aromatises,fr:chocolats-noirs-a-la-menthe					Bio, Bio européen, Sans lécithine, Agriculture UE/Non UE, FR-BIO-01, Pur beurre de cacao, AB Agriculture Biologique      	en:organic,en:eu-organic,en:eu-non-eu-agriculture,en:fr-bio-01,en:no-lecithine,en:pure-cocoa-butter,fr:ab-agriculture-biologique					France		France	Pâte de cacao*, sucre de canne*, beurre de cacao*, poudre de menthe* (1 %), huile essentielle de menthe*. *Biologique.						0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	fr:chocolats-noirs-aromatises	https://static.openfoodfacts.org/images/products/334/743/700/1345/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1345/nutrition_fr.4.200.jpg	2540		46.21	27.64																																			31.65	24.05									12.78	9.72				0.02	0.0078740157480315																																								71.28				17	17							
